config_id,label,kind,strategy,distribution,round,n_seeds,accuracy_mean,accuracy_std,accuracy_ci95,accuracy_ci_low,accuracy_ci_high,loss_mean,loss_std,loss_ci95,loss_ci_low,loss_ci_high,elapsed_s_mean,cumulative_mb_mean
group|centralized|centralized|dirichlet_0.1|3|15|0.001|3,Centralized dirichlet_0.1 {group},centralized,centralized,dirichlet_0.1,1,3,0.8410193333333332,0.13730088208869354,0.3410742990531091,0.49994503428022413,1.1820936323864424,0.717766,0.6690538482454158,1.6620218956181199,-0.9442558956181198,2.37978789561812,893.8333333333334,0.0
group|centralized|centralized|dirichlet_0.1|3|15|0.001|3,Centralized dirichlet_0.1 {group},centralized,centralized,dirichlet_0.1,2,3,0.8717626666666667,0.048363997863424525,0.12014283098354525,0.7516198356831214,0.991905497650212,0.31136800000000003,0.09697585169515141,0.24090137032503278,0.07046662967496725,0.5522693703250328,1792.2666666666664,0.0
group|centralized|centralized|dirichlet_0.1|3|15|0.001|3,Centralized dirichlet_0.1 {group},centralized,centralized,dirichlet_0.1,3,3,0.8272313333333333,0.13109030589762669,0.32564637252518114,0.5015849608081522,1.1528777058585145,0.6368686666666666,0.5779969602431603,1.4358240462170906,-0.798955379550424,2.0726927128837573,2686.3999999999996,0.0
group|local|local_only|dirichlet_0.1|3|15||3,Local-only dirichlet_0.1 {group},local,local_only,dirichlet_0.1,1,3,0.9523536666666667,0.007712767690294024,0.019159577081428875,0.9331940895852378,0.9715132437480956,0.5029685555555555,0.07256480408062344,0.18026096636245093,0.3227075891931046,0.6832295219180065,302.23333333333335,0.0
group|local|local_only|dirichlet_0.1|3|15||3,Local-only dirichlet_0.1 {group},local,local_only,dirichlet_0.1,2,3,0.9114898888888888,0.049928915786271545,0.12403030261148353,0.7874595862774053,1.0355201915003724,0.8015376666666666,0.2855985213397375,0.7094660572801733,0.09207160938649328,1.51100372394684,603.6444444444445,0.0
group|local|local_only|dirichlet_0.1|3|15||3,Local-only dirichlet_0.1 {group},local,local_only,dirichlet_0.1,3,3,0.9505297777777778,0.00032243213469112153,0.0008009658252663768,0.9497288119525115,0.9513307436030441,0.6977438888888888,0.38772458669500803,0.9631612675818797,-0.26541737869299087,1.6609051564707684,905.9,0.0
group|centralized|centralized|dirichlet_0.5|3|15|0.001|3,Centralized dirichlet_0.5 {group},centralized,centralized,dirichlet_0.5,1,3,0.9709683333333334,0.014939978792934515,0.037112964732278805,0.9338553686010547,1.0080812980656122,0.10158199999999999,0.07383006712715355,0.18340405401162047,-0.08182205401162047,0.28498605401162047,897.5,0.0
group|centralized|centralized|dirichlet_0.5|3|15|0.001|3,Centralized dirichlet_0.5 {group},centralized,centralized,dirichlet_0.5,2,3,0.9467056666666666,0.03151167790412517,0.07827934744216695,0.8684263192244996,1.0249850141088335,0.17658133333333334,0.12071252563977497,0.29986653722239365,-0.12328520388906031,0.476447870555727,1794.2333333333336,0.0
group|centralized|centralized|dirichlet_0.5|3|15|0.001|3,Centralized dirichlet_0.5 {group},centralized,centralized,dirichlet_0.5,3,3,0.9719403333333334,0.011433641866585345,0.028402740943432092,0.9435375923899013,1.0003430742767656,0.09534266666666667,0.026889755099913676,0.06679785470342633,0.028544811963240338,0.162140521370093,2689.1333333333337,0.0
group|local|local_only|dirichlet_0.5|3|15||3,Local-only dirichlet_0.5 {group},local,local_only,dirichlet_0.5,1,3,0.7182482222222223,0.06934294505678394,0.17225742485938814,0.5459907973628342,0.8905056470816104,0.8080764444444445,0.5314759301125846,1.3202594008802542,-0.5121829564358097,2.1283358453246985,298.22222222222223,0.0
group|local|local_only|dirichlet_0.5|3|15||3,Local-only dirichlet_0.5 {group},local,local_only,dirichlet_0.5,2,3,0.8118025555555555,0.026709327693051604,0.06634964817780693,0.7454529073777485,0.8781522037333624,0.512355,0.09560980306491126,0.23750791740656838,0.2748470825934316,0.7498629174065684,596.888888888889,0.0
group|local|local_only|dirichlet_0.5|3|15||3,Local-only dirichlet_0.5 {group},local,local_only,dirichlet_0.5,3,3,0.8420562222222222,0.14349725836495716,0.35646695103717063,0.4855892711850516,1.1985231732593928,0.5181073333333334,0.42297407828389566,1.0507258589578614,-0.532618525624528,1.5688331922911947,894.6222222222224,0.0
group|centralized|centralized|dirichlet_1|3|15|0.001|3,Centralized dirichlet_1 {group},centralized,centralized,dirichlet_1,1,3,0.9154393333333334,0.02967786140093879,0.07372389471017153,0.8417154386231619,0.9891632280435049,0.26435666666666663,0.1377155261411484,0.3421043319807652,-0.07774766531409855,0.6064609986474319,895.6333333333332,0.0
group|centralized|centralized|dirichlet_1|3|15|0.001|3,Centralized dirichlet_1 {group},centralized,centralized,dirichlet_1,2,3,0.9641103333333333,0.01578384535952287,0.03920924549402621,0.9249010878393071,1.0033195788273594,0.11134433333333334,0.023363915603625454,0.05803918384511796,0.053305149488215374,0.1693835171784513,1791.6333333333332,0.0
